idstd,id,preference,rotation,a0,a1,a1a,a2,a3a,a3b,a3c,a3,a4a,a4b,a5,a6a,a6b,a7,a7a,a8a,a9,a10,a11,a12,a13,a14d,a14m,a14y,a14h,a14min,b1,b1x,b3,b2a,b2b,b2c,b2d,ETHb2,ETHb2x,b4,b4a,b5,b6,b6a,b6b,b7,b7a,b8,b8x,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,ETHc1,ETHc2,c12,c13,c14,c15,c16,c17,c22a,c22b,c30a,c30b,d1a1x,d1a2,d1a3,d2,d2x,d3a,d3b,d3c,d4,d5a,d6,d7,d8,d10,d11,d12a,d12b,d13,d14,d15a,d16,d17,ETHd1,ETHd2,ETHd3a,ETHd3b,ETHd3c,ETHd3d,ETHd3e,ETHd4,ETHd5a,ETHd5b,ETHd6,ETHd6a,ETHd7,ETHd8,ETHd9,ETHd9a,ETHd30,d30a,d30b,ETHt30a,ETHt30b,ETHt30c,ETHt30d,e1,e2b,e6,e11,e30,h1,h2,h3,h4a,h4b,h5,h6,h7,h8,f1,f2,ETHg1,ETHg2,ETHg3a,ETHg3b,ETHg3c,ETHg4,ETHg5,ETHg6,g6a,g6b,g6c,g1a,g1b,g1c,g2,g3,g4,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k1c,k2c,k3a,k3bc1,k3bc2,k3e,k3f,k3hd,k4,n5a,n5b,ETHk1a,ETHk1b,k5a,k5i,k5bc1,k5bc2,k5e,k5f,k5hdj,ETHk2,ETHk3a,ETHk3b,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,ETHk4,ETHk5,ETHk6,ETHk7,ETHk8a,ETHk8,ETHk9,k15b,k15c,k15d,k16,k17,k20a1,k21,ETHk10,k30,h7a,j2,j3,j4,j5,ETHj1,ETHj2,ETHj3,ETHj4,ETHj5,ETHj5x,ETHj6,ETHj7,ETHj30a,ETHj30b,ETHj30c,ETHj30d,ETHj30e,j6a,j6,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,ETHl2a,ETHl2b,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l6a,l8,l9a,l9a2,l9b,l10,l11a,l11b,l30a,l30b,m1a,m1d,n2a,n2b,n2e,n2f,n2i,n2p,n3,n6a,n6b,n7a,n7b,ETHn1,ETHn2,a15a1ax,a15a2a,a15a3,a15a1bx,a15a2b,a15b3,a15a1cx,a15a2c,a15c3,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,stratificationregioncode,stratificationsizecode,stratificationsectorcode,panelcode,wstrict,wmedian,wweak,strata
590912,35567,4,1,Manufacturing,17,Amharic,Tigray,Tigray,No,Yes,Over 250.000 to 1 million,Wood,Fabricated metal products,"No, does not match",Medium,Small,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1012,2001,24,10,2015,10,33,Sole proprietorship,,100,100,0,0,0,,,No,,2009,2,Yes,2009,12,No,No,,No,,,Yes,8.0,7.0,0.0,1.0,,No,,,No change,No,,,Yes,10.0,58.0,No,No,Moderate Obstacle,No Obstacle,metal works,2811,60,1200000.0, One million two hundred thousand,100,0,0,,,,,,NO LOSSES,NO LOSS,100.0,0.0,,,,155.0,,No,,,,,,,,,,,,,,,,DOES NOT APPLY,Moderate Obstacle,No Obstacle,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,Local  main product sold mostly in same municipality where,5.0,No,Yes,Minor obstacle,Yes,Yes,No,No,No,No,No,No,,75.0,52.0,Yes,1.0,0.0,0.0,1.0,,,,0,100,0,0,100,0,No,,,,,,Very Severe Obstacle,Yes,,600.0,No,,,No Obstacle,20,0,100,0,0,0,0,0,No,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,No change,Major Obstacle,Strongly disagree,NO TIME WAS SPENT,Yes,5.0,No,No,,,,,,,,DONT KNOW,DONT KNOW,DONT KNOW,DONT KNOW,DONT KNOW,No,,NO PAYMENTS,,No,,,No,,,No Obstacle,No Obstacle,No Obstacle,No Obstacle,Minor Obstacle,No Obstacle,5,4,2,IF ESTABLISHMENT WAS NOT IN BUSINESS in 2010,4.0,1.0,4.0,0.0,0.0,0.0,1.0,,20,2.0,LESS THAN ONE MONTH,10.0,12.0,100,No,,,No Obstacle,No Obstacle,2,1,111000,3000,15000.0,0.0,,900050.0,480000,DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),200000.0,DONT KNOW (SPONTANEOUS),Yes,2000.0, General Manager,6,Male,,,,,,,24,10,2015,12,13,Truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,6,2,4,0,11.25,11.07,22.74,165.0
590913,35812,2,1,Manufacturing,17,Amharic,Tigray,Tigray,No,No,Over 250.000 to 1 million,Food,Food,"Yes, screener and sample frame info match",Medium,Medium,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1008,2001,25,9,2015,9,44,Sole proprietorship,,100,100,0,0,0,,,Yes,100.0,2009,13,Yes,2009,18,Yes,No,,No,,,Yes,8.0,3.0,1.0,,10000.0,No,,,Increased,No,,,Yes,10.0,5.0,No,No,Very Severe Obstacle,No Obstacle,manfacturing shiro,1531,60,4500000.0, Four million five hundred thousand,100,0,0,,,,,,NO INTERNAL SHIPMENTS (DOES NOT APPLY),,100.0,0.0,,,,60.0,,No,,,,,,,,,,,,,,,,DOES NOT APPLY,Major Obstacle,Does Not Apply,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,Local  main product sold mostly in same municipality where,15.0,No,Yes,Major obstacle,Yes,Yes,No,No,No,No,No,No,,90.0,56.0,Yes,1.0,0.0,0.0,1.0,,,,0,100,0,0,100,0,No,,,,,,Very Severe Obstacle,Yes,,300.0,No,,,No Obstacle,50,50,50,50,0,0,0,0,Yes,3400.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,3000.0,0.0,Yes,No,Yes,Private commercial banks,2013.0,400000.0,Yes,No,No,No,Yes,No,800000.0,1.0,36.0,No,,Yes,1.0,36.0,1.0,250000.0,No,Yes,,Application was approved in part,Yes,No change,Very Severe Obstacle,Tend to agree,4,Yes,5.0,No,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,No,,NO PAYMENTS,,No,,,Yes,60.0,No,No Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,22,34,13,IF ESTABLISHMENT WAS NOT IN BUSINESS in 2010,18.0,4.0,18.0,0.0,0.0,8.0,2.0,,2,0.0,LESS THAN ONE MONTH,6.0,4.0,30,No,,,No Obstacle,No Obstacle,1,1,200000,1500,3000000.0,100.0,,3201600.0,4000000,4000.0,DONT KNOW (SPONTANEOUS),15000.0,DONT KNOW (SPONTANEOUS),No,, Owner,5,Female, Sales Manager,3.0,Male,,,,25,9,2015,11,46,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,6,2,1,0,8.25,7.66,16.07,159.0
590914,35919,12,1,Non-retail Services,17,Amharic,Tigray,Tigray,No,No,50.000 to 250.000,Retail,Hotel and restaurants: section H,"No, does not match",Small,Small,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1012,2001,25,11,2015,13,12,Sole proprietorship,,100,100,0,0,0,,,Yes,100.0,2000,2,Yes,1999,16,Yes,No,,No,,,Yes,9.0,4.0,0.0,0.0,,Yes,11.0,DONT KNOW (SPONTANEOUS),Decreased,No,,,,,,No,No,Moderate Obstacle,Minor Obstacle, Restaurant,5520,40,60000.0,sixty thousand,100,0,0,,,,,,NO LOSSES,NO LOSS,,,,,,,,No,,,,,,,,,,,,,,,,DOES NOT APPLY,No Obstacle,No Obstacle,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,,,,No,No obstacle,Yes,Yes,Yes,No,No,No,No,No,,,,No,,,,,,,,0,100,0,0,100,0,No,,,,,,No Obstacle,No,,,No,,,No Obstacle,10,0,75,0,0,25,0,0,Yes,40000.0,0.0,15.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,Yes,No,Yes,Non-bank financial institutions,2013.0,80000.0,No,,,,,,,3.0,36.0,No,,No,,,DON'T KNOW,,No,Yes,,Application was approved in full,No,No change,Major Obstacle,Strongly disagree,NO TIME WAS SPENT,Yes,4.0,No,Yes,Yes,No,No,The decisions are unfair,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,,NO PAYMENTS,,No,,,No,,,Very Severe Obstacle,Major Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,8,5,4,3,,,,,,,,DON'T KNOW (SPONTANEOUS),NO FULL-TIME SEASONAL OR TEMPORARY WORKERS,,,,,100,No,,,No Obstacle,No Obstacle,14,1,18000,9600,,,,,45000,,,,,Yes,2500.0, General Managerand owner,16,Female,,,,,,,25,11,2015,13,39,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,6,1,5,0,4.01,3.97,27.07,155.0
590915,36030,5,1,Retail Services,17,Amharic,Tigray,Tigray,No,Yes,City with population over 1 million,Retail,Retail,"Yes, screener and sample frame info match",Medium,Small,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1008,2001,9,10,2015,16,29,Sole proprietorship,,100,100,0,0,0,,,No,,1994,3,Yes,1994,20,No,No,,No,,,No,,,,,,No,,,No change,No,,,,,,Yes,No,Major Obstacle,Minor Obstacle, retail corrugated iron,5234,70,10000000.0, Ten million,100,0,0,,,,,,NO INTERNAL SHIPMENTS (DOES NOT APPLY),,,,,,,,40.0,No,,,,,,,,,,,,,,,,Major Obstacle,No Obstacle,No Obstacle,No obstacle,No obstacle,No obstacle,No obstacle,,,,Yes,Moderate obstacle,Yes,Yes,No,No,Yes,No,No,No,,,,No,,,,,,,,100,0,0,0,100,0,No,,,13.0,OTHER (SPECIFY),kara,Very Severe Obstacle,No,,,No,,,No Obstacle,90,10,90,10,0,0,0,0,No,,,,,,,,,,,,Yes,60000.0,0.0,Yes,Yes,Yes,Private commercial banks,2013.0,2000000.0,Yes,Yes,No,No,Yes,No,3800000.0,1.0,36.0,No,,Yes,1.0,36.0,1.0,1000000.0,No,No,Application procedures were complex,,Yes,No change,Moderate Obstacle,Tend to agree,2,Yes,10.0,No,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,No,,NO PAYMENTS,,No,,,No,,,No Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,6,4,4,4,,,,,,,,Female permanent full-time workers,NO FULL-TIME SEASONAL OR TEMPORARY WORKERS,,,,,80,No,,,No Obstacle,No Obstacle,1,1,300000,600,,,6000000.0,,9500000,,,,,Yes,15000.0, Vice Manager,9,Male,,,,,,,9,10,2015,17,26,Somewhat truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,6,2,5,0,4.1,3.96,18.66,166.0
590916,36074,22,1,Manufacturing,17,Amharic,Tigray,Tigray,No,Yes,City with population over 1 million,Non metallic mineral products,Non metallic mineral products,"Yes, screener and sample frame info match",Small,Small,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1008,2001,13,11,2015,10,28,Partnership,,50,100,0,0,0,,,No,,2007,13,Yes,2007,7,No,No,,No,,,Yes,3.0,2.0,1.0,,24000.0,No,,,Increased,Yes,APPLICATION DENIED,No,Yes,Number of incidents of water insufficiency  in a typical mon,3.0,No,No,Very Severe Obstacle,No Obstacle, manufacturing blocket,2692,100,780000.0,seven hundred eighty thousand,100,0,0,,,,,,NO INTERNAL SHIPMENTS (DOES NOT APPLY),,100.0,0.0,,,,10.0,,No,,,,,,,,,,,,,,,,DOES NOT APPLY,No Obstacle,No Obstacle,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,Local  main product sold mostly in same municipality where,TOO MANY TO COUNT,No,No,No obstacle,No,,No,No,No,No,No,No,,80.0,54.0,Yes,2.0,0.0,2.0,0.0,,,,0,100,0,0,100,0,No,,,,,,Very Severe Obstacle,Yes,,240.0,Yes,,5000.0,Major Obstacle,0,10,100,0,0,0,0,0,Yes,55000.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,35000.0,0.0,Yes,No,No,,,,,,,,,,,,,,,,,,,,No,No,Collateral requirements were too high,,Yes,No change,Moderate Obstacle,Tend to agree,8,No,,,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,No,,NO PAYMENTS,,No,,,No,,,No Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,8,10,10,20,6.0,2.0,6.0,0.0,0.0,1.0,0.0,,5,1.0,LESS THAN ONE MONTH,6.0,8.0,30,No,,,No Obstacle,No Obstacle,2,1,96000,2400,400000.0,0.0,,498400.0,300000,DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),Yes,2000.0, Owner and General Manager,7,Male,,,,,,,18,11,2015,12,42,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,6,1,3,0,1.0,1.0,2.51,152.0
590917,36209,2,1,Manufacturing,17,Amharic,Tigray,Tigray,No,Yes,City with population over 1 million,Non metallic mineral products,Non metallic mineral products,"Yes, screener and sample frame info match",Small,Small,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1008,2001,30,8,2015,0,54,Sole proprietorship,,100,100,0,0,0,,,No,,2007,3,Yes,2007,7,No,No,,No,,,Yes,8.0,5.0,1.0,5.0,,No,,,No change,No,,,No,,,No,No,Very Severe Obstacle,No Obstacle, manufacture blocket,2692,100,204000.0,two hundred four thousand,100,0,0,,,,,,NO INTERNAL SHIPMENTS (DOES NOT APPLY),,100.0,0.0,,,,60.0,,No,,,,,,,,,,,,,,,,DOES NOT APPLY,No Obstacle,No Obstacle,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,Local  main product sold mostly in same municipality where,TOO MANY TO COUNT,No,No,No obstacle,No,,No,No,No,No,No,No,,60.0,48.0,No,,,,,,,,0,100,0,0,100,0,No,,,,,,Very Severe Obstacle,No,,,Yes,,15000.0,Major Obstacle,50,50,100,0,0,0,0,0,No,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,No,No,Did not think it would be approved,,Yes,No change,Minor Obstacle,DONT KNOW (SPONTANEOUS),2,Yes,3.0,No,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,No,,NO PAYMENTS,,No,,,No,,,No Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,6,3,3,3,5.0,1.0,5.0,0.0,0.0,1.0,0.0,,5,1.0,3.0,8.0,10.0,70,No,,,No Obstacle,No Obstacle,8,1,40600,2500,120000.0,0.0,,163100.0,85000,DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),Yes,4000.0, General Manager,7,Male,,,,,,,18,11,2015,15,19,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,6,1,3,0,1.0,1.0,2.51,152.0
590918,36290,6,1,Retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Retail,Construction Section F:,"No, does not match",Medium,Medium,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1011,2001,26,11,2015,14,29,Sole proprietorship,,100,100,0,0,0,,,No,,2005,4,Yes,2005,8,No,No,,Yes,STILL IN PROCESS,No,Yes,12.0,3.0,0.0,10.0,,Yes,15.0,DONT KNOW (SPONTANEOUS),Decreased,Yes,STILL IN PROCESS,No,,,,Yes,No,Major Obstacle,Minor Obstacle,construction of all types of buildings,4520,20,97746729.0,ninety seven million seven hundred forty six thousand seven hundred twenty nine,100,0,0,,,,,,NO LOSSES,NO LOSS,,,,,,,7.0,Yes,3.0,2.0,Number of Application Still in Process,0.0,0.0,0.0,Private commercial banks,1200000.0,1200000.0,30.0,,45.0,No,,,Moderate obstacle,Major Obstacle,Minor Obstacle,Minor obstacle,DOES NOT APPLY,Minor obstacle,Minor obstacle,,,,No,DOES NOT APPLY (SPONTANEOUS),No,,Yes,No,No,No,No,No,,,,No,,,,,,,,100,0,0,0,100,0,Yes,30.0,No,1183.0,Square Meters,,Moderate Obstacle,Yes,,114312.0,No,,,Minor Obstacle,20,0,50,50,0,0,0,0,No,,,,,,,,,,,,No,,,Yes,Yes,Yes,Private commercial banks,2014.0,11000000.0,Yes,Yes,Yes,No,Yes,No,30000000.0,1.0,60.0,No,,No,,,1.0,431032.0,No,Yes,,Application was approved in full,Yes,Improved,Minor Obstacle,Tend to agree,5,Yes,4.0,No,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,No,,NO PAYMENTS,,Yes,3.0,No,No,,,Minor Obstacle,Major Obstacle,Minor Obstacle,No Obstacle,Very Severe Obstacle,Does Not Apply,20,12,10,8,,,,,,,,3.0,NO FULL-TIME SEASONAL OR TEMPORARY WORKERS,,,,,60,Yes,,,Minor Obstacle,Major Obstacle,8,1,750000,45628,,,97002871.0,,56000787,,,,,Yes,50000.0, Finance Manager,3,Male,,,,,,,26,11,2015,15,21,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,2,5,0,16.06,17.2,39.15,23.0
590919,36355,1,1,Manufacturing,17,Amharic,Tigray,Tigray,No,No,Over 250.000 to 1 million,Textiles,Garments,"No, does not match",Small,Small,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1008,2001,1,10,2015,14,54,Sole proprietorship,,100,100,0,0,0,,,No,,2004,2,Yes,2004,17,No,No,,No,,,No,,,,,,No,,,Increased,No,,,No,,,No,No,Very Severe Obstacle,Moderate Obstacle, Manufacturing of female chiffon dress garment,1820,70,250000.0, Two hundred and fifty thousand,100,0,0,,,,,,NO INTERNAL SHIPMENTS (DOES NOT APPLY),,100.0,0.0,,,,0.0,,No,,,,,,,,,,,,,,,,DOES NOT APPLY,No Obstacle,Does Not Apply,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,Local  main product sold mostly in same municipality where,25.0,No,No,No obstacle,No,,No,No,No,No,No,No,,70.0,60.0,No,,,,,,,,0,100,0,0,100,0,No,,,,,,No Obstacle,No,,,No,,,No Obstacle,50,20,100,0,0,0,0,0,No,,,,,,,,,,,,Yes,24000.0,0.0,Yes,No,No,,,,,,,,,,,,,,,,,,,,No,No,Other,,No,No change,Very Severe Obstacle,Tend to agree,Senior management's time spent on dealing with regulations (,Yes,3.0,No,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,No,,NO PAYMENTS,,No,,,No,,,No Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,6,6,6,6,5.0,1.0,5.0,0.0,0.0,0.0,0.0,,NO FULL-TIME SEASONAL OR TEMPORARY WORKERS,,,10.0,NO FEMALE PRODUCTION WORKERS,80,No,,,No Obstacle,No Obstacle,1,1,70000,2400,50000.0,0.0,,20000.0,120000,DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),No,, Owner,10,Male,,,,,,,1,10,2015,15,51,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,6,1,2,0,1.0,1.0,1.68,150.0
590920,36455,10,1,Retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Retail,Retail,"Yes, screener and sample frame info match",Medium,Small,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1011,2001,23,11,2015,9,2,Limited partnership,,70,100,0,0,0,,,Yes,80.0,2012,11,Yes,2012,6,Yes,No,,No,,,Yes,12.0,6.0,0.0,10.0,,No,,,Decreased,No,,,,,,Yes,No,Major Obstacle,Minor Obstacle, retail stationery material,5239,40,1754918.0,one million seven hundred fifty four thousand nine hundred eighteen,100,0,0,,,,,,NO LOSSES,NO LOSS,,,,,,,60.0,No,,,,,,,,,,,,,,,,DOES NOT APPLY,Minor Obstacle,Minor Obstacle,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,,,,Yes,Moderate obstacle,No,,No,No,No,No,No,No,,,,No,,,,,,,,0,100,0,0,100,0,No,,,150.0,Square Meters,,Moderate Obstacle,No,,,No,,,Minor Obstacle,0,15,100,0,0,0,0,0,Yes,200000.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,No,No,Collateral requirements were too high,,Yes,No change,Minor Obstacle,Tend to agree,5,No,,,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,Yes,5.0,5.0,,No,,,No,,,Minor Obstacle,Minor Obstacle,Minor Obstacle,Minor Obstacle,Major Obstacle,Minor Obstacle,13,IF ESTABLISHMENT WAS NOT IN BUSINESS in 2012,IF ESTABLISHMENT WAS NOT IN BUSINESS in 2010,IF ESTABLISHMENT WAS NOT IN BUSINESS in 2010,,,,,,,,9.0,2,2.0,LESS THAN ONE MONTH,,,75,No,,,Minor Obstacle,Moderate Obstacle,4,1,417327,468,,,692659.0,,DON'T KNOW (SPONTANEOUS),,,,,No,, General Manager,3,Female,,,,,,,23,11,2015,11,16,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,2,5,0,16.06,17.2,39.15,23.0
590921,36624,14,1,Manufacturing,17,Amharic,Tigray,Tigray,No,Yes,City with population over 1 million,Non metallic mineral products,Non metallic mineral products,"Yes, screener and sample frame info match",Small,Small,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1008,2001,13,10,2015,10,56,Sole proprietorship,,100,100,0,0,0,,,No,,2005,2,Yes,2005,10,No,No,,No,,,Yes,10.0,5.0,1.0,,10000.0,No,,,Increased,No,,,No,,,No,No,Very Severe Obstacle,No Obstacle,Manufacturing hollow block,2692,60,300000.0, Three hundred thousand,100,0,0,,,,,,NO INTERNAL SHIPMENTS (DOES NOT APPLY),,100.0,0.0,,,,180.0,,No,,,,,,,,,,,,,,,,DOES NOT APPLY,No Obstacle,Does Not Apply,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,Local  main product sold mostly in same municipality where,TOO MANY TO COUNT,No,Yes,Major obstacle,Yes,Yes,Yes,No,No,No,No,No,,50.0,48.0,No,,,,,,,,0,100,0,0,100,0,No,,,,,,Major Obstacle,Yes,,1200.0,No,,,No Obstacle,80,10,100,0,0,0,0,0,Yes,120000.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,Yes,No,Yes,Non-bank financial institutions,2012.0,100000.0,No,,,,,,,3.0,36.0,No,,No,,,1.0,40000.0,No,Yes,,Application was rejected,Yes,No change,Major Obstacle,Tend to agree,10,Yes,2.0,No,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,No,,NO PAYMENTS,,No,,,No,,,No Obstacle,No Obstacle,No Obstacle,No Obstacle,Minor Obstacle,No Obstacle,7,7,3,3,5.0,2.0,5.0,0.0,0.0,1.0,1.0,,NO FULL-TIME SEASONAL OR TEMPORARY WORKERS,,,10.0,8.0,70,No,,,No Obstacle,No Obstacle,1,1,40000,5000,150000.0,0.0,,50000.0,350000,DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),450000.0,DONT KNOW (SPONTANEOUS),Yes,3000.0, Owner,9,Male,,,,,,,13,10,2015,12,22,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,6,1,3,0,1.0,1.0,2.51,152.0
590922,36697,5,1,Manufacturing,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Garments,Furniture,"No, does not match",Large,Medium,Yes,3,Establishment other than the HQ,Yes,Yes,DOES NOT APPLY,1008,2001,3,8,2015,10,35,Partnership,,30,100,0,0,0,,,No,,1998,3,Yes,1998,10,No,Yes, ISO 9001-2008,No,,,Yes,8.0,3.0,1.0,5.0,,No,,,Decreased,No,,,No,,,Yes,No,Major Obstacle,Minor Obstacle,Manufacture Wooden Furniture,3610,70,22000000.0,   Twenty Two Million,70,0,30,5.0,No,NO LOSS,NO LOSS,2009.0,NO LOSSES,NO LOSS,25.0,75.0,Yes,15.0,No,3.0,,Yes,12.0,5.0,0.0,7.0,0.0,0.0,Private commercial banks,5400000.0,2520000.0,10.0,,90.0,No,,,Moderate obstacle,Major Obstacle,Moderate Obstacle,Minor obstacle,Moderate  obstacle,Moderate  obstacle,Major obstacle,National - Main product sold mostly across Ethiopia,10.0,No,Yes,Very Severe Obstacle,No,,No,No,No,No,No,Yes,50000.0,25.0,44.0,Yes,2.0,0.0,0.0,2.0,,,,50,50,0,50,50,0,Yes,12.0,Yes,,,,Very Severe Obstacle,Yes,,108000.0,No,,,No Obstacle,0,80,50,50,0,0,0,0,Yes,12000000.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,Yes,Yes,Yes,Private commercial banks,2013.0,4000000.0,Yes,Yes,Yes,No,No,No,15000000.0,1.0,36.0,No,,No,,,3.0,45000000.0,No,Yes,,Application was approved in part,Yes,Worsened,No Obstacle,Strongly disagree,10,Yes,5.0,Yes,Yes,No,,No,The decisions are unfair,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,,NO PAYMENTS,,No,,,No,,,Minor Obstacle,Very Severe Obstacle,Very Severe Obstacle,No Obstacle,Minor Obstacle,No Obstacle,65,120,90,70,40.0,25.0,5.0,35.0,0.0,13.0,5.0,,10,10.0,3.0,6.0,6.0,15,No,,,No Obstacle,Very Severe Obstacle,9,1,2000000,96000,14000000.0,75000.0,,16171000.0,24000000,150000.0,4000.0,6000000.0,21000.0,No,,,15,Male,,,,,,,3,8,2015,11,24,Somewhat truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,1,3,2,0,1.0,1.0,1.0,31.0
